;;;EXPIRE DATE;PUT/CALL;STRIKE PRICE;CF BID;CF ASK;IMPLIED VOLTLTY;DELTA;GAMMA;RHO;THETA;VEGA;Time to maturity;;;;;EXPIRE DATE;PUT/CALL;STRiIKE PRICE;CF BID;CF ASK;IMPiLIED VOLTLTY;DELTA;GAMMA;RHO;THETA;VEGA
;;/NDXe1625A6850.U;16/05/2025;C-EU;16850;2194.9;2282.5;393.777;0.8382;0.0001;117.463;-10.003;125.323;31;;;;/NDXq1625A6850.U;16/05/2025;P-EU;16850;155.2;158.7;390.691;-0.1444;0.0001;-24.996;-73.928;124.948
;;/NDXe1625A6875.U;16/05/2025;C-EU;16875;2172.6;2260.2;392.381;0.8352;0.0001;117.141;-101.327;125.457;31;;;;/NDXq1625A6875.U;16/05/2025;P-EU;16875;159;162.8;389.768;-0.1466;0.0001;-25.363;-7.436;125.059
;;/NDXe1625A6900.U;16/05/2025;C-EU;16900;2154.1;2208;391.498;0.8334;0.0001;117.058;-101.539;125.561;31;;;;/NDXq1625A6900.U;16/05/2025;P-EU;16900;160.7;164.2;388.886;-0.1494;0.0001;-25.861;-75.295;125.188
;;/NDXe1625A6925.U;16/05/2025;C-EU;16925;2128.6;2215.7;390.656;0.8312;0.0001;116.882;-102.159;125.676;31;;;;/NDXq1625A6925.U;16/05/2025;P-EU;16925;163.4;167;388.045;-0.1518;0.0001;-26.278;-75.897;125.305
;;/NDXe1625A6950.U;16/05/2025;C-EU;16950;2106.6;2193.7;389.895;0.8293;0.0001;116.776;-102.449;125.782;31;;;;/NDXq1625A6950.U;16/05/2025;P-EU;16950;166;169.9;387.245;-0.1543;0.0001;-26.707;-76.549;125.425
;;/NDXe1625A6975.U;16/05/2025;C-EU;16975;2084.3;2169.5;389.095;0.8321;0.0001;11.755;-98.756;125.769;31;;;;/NDXq1625A6975.U;16/05/2025;P-EU;16975;169.2;172.8;386.486;-0.1567;0.0001;-27.122;-77.138;125.542
;;/NDXe1625A7000.U;16/05/2025;C-EU;17000;2027.6;2149.2;388.454;0.8238;0.0001;116.242;-104.174;16.04;31;;;;/NDXq1625A7000.U;16/05/2025;P-EU;17000;171.8;175.7;385.767;-0.1593;0.0001;-27.575;-77.868;125.666
;;/NDXe1625A7025.U;16/05/2025;C-EU;17025;2005.1;2126.9;387.736;0.8219;0.0001;116.137;-104.046;160.522;31;;;;/NDXq1625A7025.U;16/05/2025;P-EU;17025;174.8;178.8;385.128;-0.1621;0.0001;-28.064;-78.741;125.794
;;/NDXe1625A7050.U;16/05/2025;C-EU;17050;1967.7;2104;38.644;0.8192;0.0001;115.877;-104.452;160.664;31;;;;/NDXq1625A7050.U;16/05/2025;P-EU;17050;179.3;183.3;384.453;-0.1534;0.0001;-26.596;-74.282;125.922
;;/NDXe1625A7075.U;16/05/2025;C-EU;17075;1997.2;2048.8;384.764;0.8361;0.0001;119.051;-94.735;126.272;31;;;;/NDXq1625A7075.U;16/05/2025;P-EU;17075;181.2;184.8;382.777;-0.1561;0.0001;-2.707;-7.506;126.048
;;/NDXe1625A7100.U;16/05/2025;C-EU;17100;1975.6;2026.9;383.122;0.8338;0.0001;118.869;-95.277;126.387;31;;;;/NDXq1625A7100.U;16/05/2025;P-EU;17100;184.3;188;381.135;-0.1587;0.0001;-27.514;-75.711;126.169
;;/NDXe1625A7125.U;16/05/2025;C-EU;17125;1957.5;2008.5;381.513;0.8263;0.0001;11.772;-100.007;126.641;31;;;;/NDXq1625A7125.U;16/05/2025;P-EU;17125;187.3;191.4;379.527;-0.1612;0.0001;-27.956;-76.348;126.291
;;/NDXe1625A7150.U;16/05/2025;C-EU;17150;1932.8;1983.5;379.969;0.8301;0.0001;11.867;-9.562;126.593;31;;;;/NDXq1625A7150.U;16/05/2025;P-EU;17150;190.9;194.7;377.952;-0.1619;0.0001;-28.074;-75.964;126.395
;;/NDXe1625A7175.U;16/05/2025;C-EU;17175;1913.8;1964.4;378.427;0.8211;0.0001;117.242;-100.848;161.466;31;;;;/NDXq1625A7175.U;16/05/2025;P-EU;17175;195.5;199.7;376.411;-0.1665;0.0001;-28.882;-77.762;12.654
;;/NDXe1625A7200.U;16/05/2025;C-EU;17200;1890.5;1939.7;37.695;0.8183;0.0001;11.697;-10.123;161.609;31;;;;/NDXq1625A7200.U;16/05/2025;P-EU;17200;197.6;201.4;374.935;-0.1693;0.0001;-29.369;-78.555;126.668
;;/NDXe1625A7225.U;16/05/2025;C-EU;17225;1868.3;1918.4;375.475;0.8183;0.0001;117.206;-99.867;16.168;31;;;;/NDXq1625A7225.U;16/05/2025;P-EU;17225;201;204.8;373.491;-0.1701;0.0001;-29.498;-78.172;126.773
;;/NDXe1625A7250.U;16/05/2025;C-EU;17250;1847;1896.9;374.065;0.8161;0.0001;117.046;-99.834;161.807;31;;;;/NDXq1625A7250.U;16/05/2025;P-EU;17250;206;210.2;372.081;-0.1726;0.0001;-29.937;-78.745;126.894
;;/NDXe1625A7275.U;16/05/2025;C-EU;17275;1829.3;1908.2;372.718;0.8078;0.0001;115.742;-103.755;162.096;31;;;;/NDXq1625A7275.U;16/05/2025;P-EU;17275;209.6;213.8;370.735;-0.1755;0.0001;-30.443;-79.427;161.661
;;/NDXe1625A7300.U;16/05/2025;C-EU;17300;1804.4;1853.7;371.374;0.8102;0.0001;116.443;-100.682;16.21;31;;;;/NDXq1625A7300.U;16/05/2025;P-EU;17300;212.9;217.2;369.391;-0.1787;0.0001;-3.099;-79.862;161.812
;;/NDXe1625A7325.U;16/05/2025;C-EU;17325;1783.7;1861.6;365.807;0.8052;0.0001;115.767;-102.394;162.301;31;;;;/NDXq1625A7325.U;16/05/2025;P-EU;17325;215.5;219.4;368.141;-0.1814;0.0001;-31.466;-80.058;161.951
;;/NDXe1625A7350.U;16/05/2025;C-EU;17350;1722.2;1841.8;368.875;0.8095;0.0001;116.828;-9.811;162.247;31;;;;/NDXq1625A7350.U;16/05/2025;P-EU;17350;219;223.4;366.863;-0.1843;0.0001;-31.965;-80.314;162.093
;;/NDXe1625A7375.U;16/05/2025;C-EU;17375;1745.3;1793.8;36.766;0.8005;0.0001;115.382;-102.411;162.563;31;;;;/NDXq1625A7375.U;16/05/2025;P-EU;17375;224.6;229;365.679;-0.1873;0.0001;-32.491;-80.642;16.224
;;/NDXe1625A7400.U;16/05/2025;C-EU;17400;1680.1;1799.3;366.508;0.7959;0.0001;114.776;-103.874;162.754;31;;;;/NDXq1625A7400.U;16/05/2025;P-EU;17400;228.6;232.9;364.527;-0.1928;0.0001;-33.455;-82.029;162.413
;;/NDXe1625A7425.U;16/05/2025;C-EU;17425;1659.3;1778.4;361.179;0.8008;0.0001;115.961;-98.996;162.679;31;;;;/NDXq1625A7425.U;16/05/2025;P-EU;17425;232.6;237;363.439;-0.1936;0.0001;-33.589;-81.403;162.541
;;/NDXe1625A7450.U;16/05/2025;C-EU;17450;1679.1;1726.8;364.393;0.7898;0.0001;114.146;-104.686;163.052;31;;;;/NDXq1625A7450.U;16/05/2025;P-EU;17450;235.1;239.1;362.383;-0.197;0.0001;-34.181;-81.909;162.698
;;/NDXe1625A7475.U;16/05/2025;C-EU;17475;1658.8;1706.2;363.368;0.7919;0.0001;114.809;-101.518;163.055;31;;;;/NDXq1625A7475.U;16/05/2025;P-EU;17475;238.9;243.4;361.359;-0.2;0.0001;-34.699;-82.153;162.843
;;/NDXe1625A7500.U;16/05/2025;C-EU;17500;1652.5;1659.7;362.406;0.7904;0.0001;11.481;-100.292;163.107;31;;;;/NDXq1625A7500.U;16/05/2025;P-EU;17500;243.4;247.6;360.397;-0.2036;0.0001;-35.331;-82.766;163.007
;;/NDXe1625A7525.U;16/05/2025;C-EU;17525;1628.4;1636.6;362.803;0.7854;0.0001;114.102;-102.461;163.363;31;;;;/NDXq1625A7525.U;16/05/2025;P-EU;17525;247.7;252.3;359.468;-0.2091;0.0001;-36.297;-84.117;16.318
;;/NDXe1625A7550.U;16/05/2025;C-EU;17550;1607.9;1616.2;361.934;0.7825;0.0001;113.819;-102.653;163.506;31;;;;/NDXq1625A7550.U;16/05/2025;P-EU;17550;252;256.7;358.541;-0.21;0.0002;-36.449;-83.456;16.331
;;/NDXe1625A7575.U;16/05/2025;C-EU;17575;1591.2;1597.9;361.097;0.7784;0.0002;113.305;-103.677;163.685;31;;;;/NDXq1625A7575.U;16/05/2025;P-EU;17575;256;261.7;357.736;-0.2162;0.0002;-37.548;-85.258;163.505
;;/NDXe1625A7600.U;16/05/2025;C-EU;17600;1567.1;1574.1;360.322;0.7758;0.0002;113.077;-103.631;163.819;31;;;;/NDXq1625A7600.U;16/05/2025;P-EU;17600;262.6;267.2;356.933;-0.217;0.0002;-37.659;-84.407;163.628
;;/NDXe1625A7625.U;16/05/2025;C-EU;17625;1547.6;1554.6;359.578;0.7719;0.0002;112.597;-104.512;163.993;31;;;;/NDXq1625A7625.U;16/05/2025;P-EU;17625;267.1;271.8;356.191;-0.2207;0.0002;-38.322;-85.067;163.797
;;/NDXe1625A7650.U;16/05/2025;C-EU;17650;1526.6;1534.8;358.896;0.769;0.0002;112.327;-104.586;164.134;31;;;;/NDXq1625A7650.U;16/05/2025;P-EU;17650;270.1;274.9;355.511;-0.2269;0.0002;-39.402;-86.799;163.989
;;/NDXe1625A7675.U;16/05/2025;C-EU;17675;1507.5;1514.5;358.246;0.7655;0.0002;111.922;-105.158;164.296;31;;;;/NDXq1625A7675.U;16/05/2025;P-EU;17675;276.5;281.3;354.863;-0.2278;0.0002;-39.551;-86.007;164.118
;;/NDXe1625A7700.U;16/05/2025;C-EU;17700;1486.4;1493.2;357.274;0.7617;0.0002;111.471;-105.897;164.465;31;;;;/NDXq1625A7700.U;16/05/2025;P-EU;17700;279;284.5;354.033;-0.2343;0.0002;-40.705;-88.011;164.322
;;/NDXe1625A7725.U;16/05/2025;C-EU;17725;1466.4;1473.2;355.588;0.758;0.0002;111.051;-106.505;164.629;31;;;;/NDXq1625A7725.U;16/05/2025;P-EU;17725;284.5;289.4;352.503;-0.2352;0.0002;-40.836;-87.101;164.449
;;/NDXe1625A7750.U;16/05/2025;C-EU;17750;1450.1;1456.7;353.931;0.7537;0.0002;110.488;-107.683;164.816;31;;;;/NDXq1625A7750.U;16/05/2025;P-EU;17750;291.2;296.1;351.028;-0.2419;0.0002;-42.025;-89.248;164.659
;;/NDXe1625A7775.U;16/05/2025;C-EU;17775;1426.7;1434.8;352.328;0.7508;0.0002;110.225;-107.625;164.956;31;;;;/NDXq1625A7775.U;16/05/2025;P-EU;17775;294.5;299.4;349.221;-0.2458;0.0002;-42.712;-89.955;164.831
;;/NDXe1625A7800.U;16/05/2025;C-EU;17800;1407;1413.9;350.754;0.7468;0.0002;109.736;-108.483;165.131;31;;;;/NDXq1625A7800.U;16/05/2025;P-EU;17800;299.2;304;347.854;-0.2497;0.0002;-43.391;-90.627;165.002
;;/NDXe1625A7825.U;16/05/2025;C-EU;17825;1387.4;1395.4;349.233;0.743;0.0002;109.285;-109.174;165.301;31;;;;/NDXq1625A7825.U;16/05/2025;P-EU;17825;304.8;309.8;346.335;-0.2535;0.0002;-44.053;-91.216;165.171
;;/NDXe1625A7850.U;16/05/2025;C-EU;17850;1371.2;1377.8;347.741;0.7386;0.0002;108.716;-109.973;194.257;31;;;;/NDXq1625A7850.U;16/05/2025;P-EU;17850;311.3;316.9;344.871;-0.2545;0.0002;-44.216;-9.027;165.303
;;/NDXe1625A7875.U;16/05/2025;C-EU;17875;1348.3;1356.3;346.328;0.7356;0.0002;108.431;-109.408;19.441;31;;;;/NDXq1625A7875.U;16/05/2025;P-EU;17875;315.5;320.5;343.229;-0.2587;0.0002;-44.957;-9.109;194.262
;;/NDXe1625A7900.U;16/05/2025;C-EU;17900;1328.7;1336.5;344.944;0.731;0.0002;107.817;-109.948;194.614;31;;;;/NDXq1625A7900.U;16/05/2025;P-EU;17900;322.8;327.9;342.026;-0.2625;0.0002;-45.621;-90.986;19.444
;;/NDXe1625A7925.U;16/05/2025;C-EU;17925;1309.6;1317.5;343.587;0.7273;0.0002;107.392;-10.981;194.789;31;;;;/NDXq1625A7925.U;16/05/2025;P-EU;17925;326.5;331.6;340.696;-0.2697;0.0002;-46.895;-92.309;194.664
;;/NDXe1625A7950.U;16/05/2025;C-EU;17950;1293.7;1300.2;342.334;0.7227;0.0002;106.788;-110.285;194.991;31;;;;/NDXq1625A7950.U;16/05/2025;P-EU;17950;331.6;338;339.395;-0.2738;0.0002;-47.612;-92.345;19.485
;;/NDXe1625A7975.U;16/05/2025;C-EU;17975;1271.3;1279.1;341.084;0.7194;0.0002;106.449;-109.784;195.153;31;;;;/NDXq1625A7975.U;16/05/2025;P-EU;17975;337.9;343;338.171;-0.2753;0.0002;-47.856;-91.353;195.012
;;/NDXe1625A8000.U;16/05/2025;C-EU;18000;1255.5;1261.9;339.887;0.7144;0.0002;10.576;-110.539;195.369;31;;;;/NDXq1625A8000.U;16/05/2025;P-EU;18000;345.7;350.8;336.747;-0.2823;0.0002;-49.098;-92.536;195.232
;;/NDXe1625A8025.U;16/05/2025;C-EU;18025;1233.4;1241.1;338.718;0.7106;0.0002;105.329;-110.317;195.545;31;;;;/NDXq1625A8025.U;16/05/2025;P-EU;18025;349.6;354.9;335.834;-0.2866;0.0002;-49.855;-92.646;195.425
;;/NDXe1625A8050.U;16/05/2025;C-EU;18050;1217.7;1224.1;337.626;0.7058;0.0002;104.689;-110.857;195.754;31;;;;/NDXq1625A8050.U;16/05/2025;P-EU;18050;355.1;361.6;334.719;-0.2882;0.0002;-50.104;-91.561;195.587
;;/NDXe1625A8075.U;16/05/2025;C-EU;18075;1195.8;1203.5;336.587;0.7022;0.0002;104.295;-110.431;195.924;31;;;;/NDXq1625A8075.U;16/05/2025;P-EU;18075;361.7;367;333.682;-0.2929;0.0002;-50.938;-91.894;195.793
;;/NDXe1625A8100.U;16/05/2025;C-EU;18100;1177.8;1184.4;335.601;0.6973;0.0002;103.644;-11.098;196.135;31;;;;/NDXq1625A8100.U;16/05/2025;P-EU;18100;367.9;373.2;332.672;-0.2974;0.0002;-51.733;-9.206;195.992
;;/NDXe1625A8125.U;16/05/2025;C-EU;18125;1158.6;1166.2;334.641;0.6929;0.0002;103.091;-111.121;19.633;31;;;;/NDXq1625A8125.U;16/05/2025;P-EU;18125;374.2;379.6;33.174;-0.3018;0.0002;-52.486;-92.107;196.189
;;/NDXe1625A8150.U;16/05/2025;C-EU;18150;1143.1;1149.4;333.734;0.6887;0.0002;10.257;-111.104;196.521;31;;;;/NDXq1625A8150.U;16/05/2025;P-EU;18150;380;387.6;330.834;-0.3094;0.0002;-53.843;-93.622;196.424
;;/NDXe1625A8175.U;16/05/2025;C-EU;18175;1121.8;1129.3;332.879;0.6839;0.0002;101.942;-111.505;196.728;31;;;;/NDXq1625A8175.U;16/05/2025;P-EU;18175;388.7;394.1;329.981;-0.3114;0.0002;-54.177;-92.726;196.605
;;/NDXe1625A8200.U;16/05/2025;C-EU;18200;1103.5;1110;332.101;0.6791;0.0002;101.313;-111.896;196.936;31;;;;/NDXq1625A8200.U;16/05/2025;P-EU;18200;395.8;401.3;32.918;-0.3189;0.0002;-55.508;-94.139;196.836
;;/NDXe1625A8225.U;16/05/2025;C-EU;18225;1086;1092.5;331.349;0.6742;0.0002;100.657;-11.239;197.148;31;;;;/NDXq1625A8225.U;16/05/2025;P-EU;18225;399.8;407.4;328.455;-0.3208;0.0002;-55.817;-93.048;197.013
;;/NDXe1625A8250.U;16/05/2025;C-EU;18250;1067.3;1074.8;330.649;0.6697;0.0002;100.104;-112.401;197.344;31;;;;/NDXq1625A8250.U;16/05/2025;P-EU;18250;409.4;414.9;327.757;-0.3286;0.0002;-57.208;-94.721;197.254
;;/NDXe1625A8275.U;16/05/2025;C-EU;18275;1050;1056.5;33;0.6646;0.0002;99.409;-113.043;197.562;31;;;;/NDXq1625A8275.U;16/05/2025;P-EU;18275;413.5;419.1;32.711;-0.3336;0.0002;-5.81;-95.175;19.747
;;/NDXe1625A8300.U;16/05/2025;C-EU;18300;1035.3;1040.5;328.415;0.6602;0.0002;98.854;-112.998;197.759;31;;;;/NDXq1625A8300.U;16/05/2025;P-EU;18300;420.3;426.6;325.726;-0.3385;0.0002;-58.946;-95.396;197.679
;;/NDXe1625A8325.U;16/05/2025;C-EU;18325;1013.8;1021.2;326.693;0.655;0.0002;98.162;-113.594;197.977;31;;;;/NDXq1625A8325.U;16/05/2025;P-EU;18325;430.5;436.1;324.006;-0.3406;0.0002;-59.299;-94.286;197.864
;;/NDXe1625A8350.U;16/05/2025;C-EU;18350;996.8;1003.2;324.997;0.6499;0.0002;97.476;-114.153;198.194;31;;;;/NDXq1625A8350.U;16/05/2025;P-EU;18350;434.6;441.1;322.312;-0.3457;0.0002;-60.191;-94.647;198.081
;;/NDXe1625A8375.U;16/05/2025;C-EU;18375;982.1;1010.2;323.374;0.6451;0.0002;96.849;-114.387;198.403;31;;;;/NDXq1625A8375.U;16/05/2025;P-EU;18375;445.1;450.7;32.069;-0.3508;0.0002;-61.093;-95.035;198.299
;;/NDXe1625A8400.U;16/05/2025;C-EU;18400;961.3;967.3;32.18;0.6401;0.0002;9.618;-114.784;215.169;31;;;;/NDXq1625A8400.U;16/05/2025;P-EU;18400;450.2;455.9;319.118;-0.3587;0.0002;-6.25;-96.886;198.542
;;/NDXe1625A8425.U;16/05/2025;C-EU;18425;944;951.2;320.275;0.635;0.0002;9.55;-114.434;21.539;31;;;;/NDXq1625A8425.U;16/05/2025;P-EU;18425;460.2;465.9;317.594;-0.3612;0.0002;-62.919;-9.55;215.295
;;/NDXe1625A8450.U;16/05/2025;C-EU;18450;927.4;933.7;318.799;0.6297;0.0002;94.779;-114.252;215.617;31;;;;/NDXq1625A8450.U;16/05/2025;P-EU;18450;464.8;471.9;316.097;-0.3665;0.0002;-63.846;-95.127;215.521
;;/NDXe1625A8475.U;16/05/2025;C-EU;18475;909.8;917;317.372;0.6246;0.0002;94.101;-113.798;215.839;31;;;;/NDXq1625A8475.U;16/05/2025;P-EU;18475;473.2;479;314.695;-0.3718;0.0002;-64.788;-94.779;215.751
;;/NDXe1625A8500.U;16/05/2025;C-EU;18500;892.8;899.1;316.039;0.6193;0.0002;93.384;-113.496;216.066;31;;;;/NDXq1625A8500.U;16/05/2025;P-EU;18500;483.6;489.4;313.318;-0.3799;0.0002;-66.225;-95.501;215.997
;;/NDXe1625A8525.U;16/05/2025;C-EU;18525;876;882.8;314.709;0.614;0.0002;92.656;-11.321;216.296;31;;;;/NDXq1625A8525.U;16/05/2025;P-EU;18525;489.2;495;312.036;-0.383;0.0002;-66.753;-94.361;216.223
;;/NDXe1625A8550.U;16/05/2025;C-EU;18550;859.3;865.5;313.472;0.6085;0.0002;91.912;-112.964;216.529;31;;;;/NDXq1625A8550.U;16/05/2025;P-EU;18550;496.4;503.2;310.779;-0.3884;0.0002;-67.693;-93.844;216.453
;;/NDXe1625A8575.U;16/05/2025;C-EU;18575;842.7;849.8;312.262;0.603;0.0002;91.157;-112.734;216.763;31;;;;/NDXq1625A8575.U;16/05/2025;P-EU;18575;505.6;511.5;30.957;-0.3942;0.0002;-68.724;-93.799;216.698
;;/NDXe1625A8600.U;16/05/2025;C-EU;18600;826.3;832.4;311.122;0.5975;0.0002;90.393;-112.504;216.999;31;;;;/NDXq1625A8600.U;16/05/2025;P-EU;18600;514;519.9;308.455;-0.3997;0.0002;-69.694;-93.331;216.934
;;/NDXe1625A8625.U;16/05/2025;C-EU;18625;810.5;816.6;310.053;0.5918;0.0002;89.597;-112.442;21.724;31;;;;/NDXq1625A8625.U;16/05/2025;P-EU;18625;522.7;528.4;307.364;-0.4055;0.0002;-7.071;-93.086;217.177
;;/NDXe1625A8650.U;16/05/2025;C-EU;18650;793.7;800.7;309.031;0.5862;0.0002;8.883;-112.124;217.478;31;;;;/NDXq1625A8650.U;16/05/2025;P-EU;18650;531.1;537.1;306.322;-0.4115;0.0002;-71.772;-93.113;217.428
;;/NDXe1625A8675.U;16/05/2025;C-EU;18675;778.2;784.3;308.057;0.5804;0.0002;88.016;-112.102;217.722;31;;;;/NDXq1625A8675.U;16/05/2025;P-EU;18675;541.6;548.5;305.372;-0.4172;0.0002;-7.278;-92.692;217.671
;;/NDXe1625A8700.U;16/05/2025;C-EU;18700;764;771;307.152;0.5747;0.0002;87.244;-111.664;217.962;31;;;;/NDXq1625A8700.U;16/05/2025;P-EU;18700;551.5;557.5;304.448;-0.4255;0.0002;-74.275;-93.759;217.927
;;/NDXe1625A8725.U;16/05/2025;C-EU;18725;746.4;752.5;306.295;0.5688;0.0002;86.394;-111.842;218.212;31;;;;/NDXq1625A8725.U;16/05/2025;P-EU;18725;559.8;566.5;303.593;-0.4292;0.0002;-7.489;-92.371;218.173
;;/NDXe1625A8750.U;16/05/2025;C-EU;18750;730.7;736.7;305.531;0.561;0.0002;85.278;-111.597;218.445;31;;;;/NDXq1625A8750.U;16/05/2025;P-EU;18750;566.9;573;30.283;-0.4353;0.0002;-7.596;-92.246;218.426
;;/NDXe1625A8775.U;16/05/2025;C-EU;18775;716.8;723.8;30.479;0.5551;0.0002;84.436;-111.591;218.695;31;;;;/NDXq1625A8775.U;16/05/2025;P-EU;18775;578;585.1;302.091;-0.4414;0.0002;-77.054;-92.298;218.683
;;/NDXe1625A8800.U;16/05/2025;C-EU;18800;701.4;707.5;303.446;0.5509;0.0002;83.877;-111.643;218.958;31;;;;/NDXq1625A8800.U;16/05/2025;P-EU;18800;587.5;594.5;301.222;-0.4496;0.0002;-78.535;-93.348;218.936
;;/NDXe1625A8825.U;16/05/2025;C-EU;18825;684.4;690.4;302.037;0.5449;0.0002;83.028;-111.622;21.921;31;;;;/NDXq1625A8825.U;16/05/2025;P-EU;18825;597.4;603.5;299.342;-0.4537;0.0003;-7.922;-91.976;219.197
;;/NDXe1625A8850.U;16/05/2025;C-EU;18850;670.8;677.7;300.249;0.5388;0.0002;8.219;-111.327;219.462;31;;;;/NDXq1625A8850.U;16/05/2025;P-EU;18850;606.8;613.9;297.557;-0.46;0.0003;-80.331;-92.068;219.457
;;/NDXe1625A8875.U;16/05/2025;C-EU;18875;655.9;661.8;298.511;0.5327;0.0002;81.312;-111.618;219.716;31;;;;/NDXq1625A8875.U;16/05/2025;P-EU;18875;616.9;623.1;295.821;-0.4662;0.0003;-81.431;-91.911;219.718
;;/NDXe1625A8900.U;16/05/2025;C-EU;18900;639.3;645.2;296.844;0.5266;0.0002;80.444;-111.256;219.971;31;;;;/NDXq1625A8900.U;16/05/2025;P-EU;18900;621.3;635;294.155;-0.4725;0.0003;-82.546;-91.521;21.998
;;/NDXe1625A8925.U;16/05/2025;C-EU;18925;626.1;632.9;295.247;0.5204;0.0003;79.573;-110.148;22.023;31;;;;/NDXq1625A8925.U;16/05/2025;P-EU;18925;634;641.6;292.561;-0.4789;0.0003;-83.676;-90.662;220.245
;;/NDXe1625A8950.U;16/05/2025;C-EU;18950;609.5;615.4;293.699;0.5123;0.0003;78.364;-109.381;22.048;31;;;;/NDXq1625A8950.U;16/05/2025;P-EU;18950;645.2;651.2;291.016;-0.4854;0.0003;-84.818;-89.779;220.513
;;/NDXe1625A8975.U;16/05/2025;C-EU;18975;595.1;600.9;292.244;0.5079;0.0003;77.766;-10.862;220.754;31;;;;/NDXq1625A8975.U;16/05/2025;P-EU;18975;657.5;664.7;289.563;-0.4919;0.0003;-85.975;-88.952;220.783
;;/NDXe1625A9000.U;16/05/2025;C-EU;19000;580.8;586.6;290.859;0.4996;0.0003;76.533;-107.829;221.009;31;;;;/NDXq1625A9000.U;16/05/2025;P-EU;19000;666.3;672.2;288.158;-0.4984;0.0003;-87.145;-88.414;221.054
;;/NDXe1625A9025.U;16/05/2025;C-EU;19025;566.7;572.4;289.545;0.495;0.0003;75.913;-107.107;221.287;31;;;;/NDXq1625A9025.U;16/05/2025;P-EU;19025;676.8;683.1;286.845;-0.5051;0.0003;-88.325;-87.635;221.329
;;/NDXe1625A9050.U;16/05/2025;C-EU;19050;554.5;561.2;288.278;0.4884;0.0003;74.968;-106.271;221.559;31;;;;/NDXq1625A9050.U;16/05/2025;P-EU;19050;689.7;697;28.558;-0.5118;0.0003;-89.517;-86.832;221.608
;;/NDXe1625A9075.U;16/05/2025;C-EU;19075;538.9;544.6;28.708;0.4819;0.0003;74.015;-105.651;22.183;31;;;;/NDXq1625A9075.U;16/05/2025;P-EU;19075;698.8;704.8;284.385;-0.5187;0.0003;-90.728;-85.845;221.893
;;/NDXe1625A9100.U;16/05/2025;C-EU;19100;527.7;533.4;285.996;0.4734;0.0003;72.736;-104.956;222.095;31;;;;/NDXq1625A9100.U;16/05/2025;P-EU;19100;709.9;716.1;283.304;-0.5254;0.0003;-91.931;-85.426;222.169
;;/NDXe1625A9125.U;16/05/2025;C-EU;19125;511.7;517.4;284.937;0.4686;0.0003;7.208;-104.347;22.238;31;;;;/NDXq1625A9125.U;16/05/2025;P-EU;19125;723.4;730.7;282.247;-0.5325;0.0003;-9.317;-84.447;222.462
;;/NDXe1625A9150.U;16/05/2025;C-EU;19150;498.4;504;283.969;0.46;0.0003;70.782;-10.37;222.649;31;;;;/NDXq1625A9150.U;16/05/2025;P-EU;19150;732.7;739.1;281.281;-0.5394;0.0003;-94.404;-83.797;222.748
;;/NDXe1625A9175.U;16/05/2025;C-EU;19175;485.2;490.8;28.307;0.4551;0.0003;7.011;-103.123;222.937;31;;;;/NDXq1625A9175.U;16/05/2025;P-EU;19175;746.5;754;280.406;-0.5464;0.0003;-95.646;-83.162;223.037
;;/NDXe1625A9200.U;16/05/2025;C-EU;19200;472.7;478.2;282.261;0.4464;0.0003;68.797;-102.517;223.209;31;;;;/NDXq1625A9200.U;16/05/2025;P-EU;19200;758.5;765.9;279.578;-0.5542;0.0003;-97.093;-83.916;22.327
;;/NDXe1625A9225.U;16/05/2025;C-EU;19225;459.8;465.3;281.542;0.4417;0.0003;68.126;-102.124;223.495;31;;;;/NDXq1625A9225.U;16/05/2025;P-EU;19225;770.4;778;278.839;-0.5605;0.0003;-98.153;-81.949;223.619
;;/NDXe1625A9250.U;16/05/2025;C-EU;19250;447.1;452.6;280.756;0.4348;0.0003;67.122;-10.16;223.777;31;;;;/NDXq1625A9250.U;16/05/2025;P-EU;19250;780.5;786.7;27.783;-0.5676;0.0003;-99.418;-81.362;223.913
;;/NDXe1625A9275.U;16/05/2025;C-EU;19275;436.2;443.5;278.822;0.4279;0.0003;6.61;-100.996;224.064;31;;;;/NDXq1625A9275.U;16/05/2025;P-EU;19275;791.9;798.5;275.899;-0.5748;0.0003;-100.691;-80.775;224.208
;;/NDXe1625A9300.U;16/05/2025;C-EU;19300;422.4;430.2;277.012;0.421;0.0003;65.088;-100.528;224.348;31;;;;/NDXq1625A9300.U;16/05/2025;P-EU;19300;808.7;815.2;274.092;-0.5818;0.0003;-101.947;-80.373;224.497
;;/NDXe1625A9325.U;16/05/2025;C-EU;19325;411.2;415.6;275.278;0.4143;0.0003;64.091;-99.984;207.351;31;;;;/NDXq1625A9325.U;16/05/2025;P-EU;19325;820.5;828;272.337;-0.5889;0.0003;-103.221;-79.131;207.518
;;/NDXe1625A9350.U;16/05/2025;C-EU;19350;399.7;404.9;273.595;0.4074;0.0003;63.068;-98.637;207.635;31;;;;/NDXq1625A9350.U;16/05/2025;P-EU;19350;831;837.3;270.681;-0.5961;0.0003;-104.512;-77.726;207.816
;;/NDXe1625A9375.U;16/05/2025;C-EU;19375;386.1;391.4;272.036;0.4003;0.0003;62.017;-97.207;207.927;31;;;;/NDXq1625A9375.U;16/05/2025;P-EU;19375;844;850.6;269.124;-0.6028;0.0003;-105.739;-76.823;208.093
